rank,name,code,country,birthdate
1149,"Gala Ivanovic</a></td><td align=""left"">SRB</td><td align=""right""></td></tr><tr><td align=""right"">1151</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NataliaKrockova"">Natalia Krockova</a></td><td align=""left"">SVK</td><td align=""right""></td></tr><tr><td align=""right"">1152</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SarafinaHansen"">Sarafina Hansen",GalaIvanovic,DEN,2005-06-07
1153,Danka Kovinic,DankaKovinic,MNE,1994-11-18
1154,Sara Lanca,SaraLanca,POR,1997-03-02
1155,Qiu Yu Ye,QiuYuYe,CHN,1997-11-29
1156,Rebeca Pereira,RebecaPereira,BRA,1993-03-23
1157,"Ava Beck</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1158</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaSysoeva"">Anastasia Sysoeva",AvaBeck,RUS,2003-04-05
1158,Angelica Moratelli,AngelicaMoratelli,ITA,1994-08-17
1160,Vivian Yang,VivianYang,NZL,2005-01-11
1161,"Berta Passola</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1161</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KiraBataikina"">Kira Bataikina",BertaPassola,RUS,2007-12-14
1161,Xinle Geng,XinleGeng,CHN,2010-11-24
1164,"Mia Slama</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1164</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RaveenaKingsley"">Raveena Kingsley",MiaSlama,USA,1998-07-23
1166,Eva Lopez,EvaLopez,AUS,2008-10-14
1167,"Margaret Sohns</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1168</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LuanaPlazaAraujo"">Luana Plaza Araujo",MargaretSohns,BRA,2005-08-14
1169,"Cindy Langlais</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1169</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DominikaPodhajecka"">Dominika Podhajecka</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1171</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElizabethIonescu"">Elizabeth Ionescu",CindyLanglais,USA,2008-04-28
1172,Kaat Coppez,KaatCoppez,BEL,2005-03-17
1173,Vlada Ekshibarova,VladaEkshibarova,UZB,1989-03-14
1174,Ayline Esina Samardzic,AylineEsinaSamardzic,CRO,2002-11-10
1175,Sofia Avataneo,SofiaAvataneo,ITA,2003-01-27
1176,"Emma Van Poppel</a></td><td align=""left"">NED</td><td align=""right""></td></tr><tr><td align=""right"">1177</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TianmiMi"">Tianmi Mi",EmmaVanPoppel,CHN,2004-06-26
1178,Liel Marlies Rothensteiner,LielMarliesRothensteiner,AUT,2005-01-25
1179,Tanisha Kashyap,TanishaKashyap,IND,2002-04-25
1180,Alisa Danilova,AlisaDanilova,RUS,1993-04-07
1180,Himari Sato,HimariSato,JPN,2002-04-10
1182,Tayisiya Morderger,TayisiyaMorderger,GER,1997-03-07
1183,Ines Murta,InesMurta,POR,1997-05-31
1184,"Emery Combs</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1184</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IndiaHoughton"">India Houghton",EmeryCombs,USA,2002-02-16
1186,"Kali Supova</a></td><td align=""left"">SVK</td><td align=""right""></td></tr><tr><td align=""right"">1186</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KiraMatushkina"">Kira Matushkina",KaliSupova,RUS,2006-01-03
1186,"Remika Ohashi</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1189</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DariaKuczer"">Daria Kuczer",RemikaOhashi,POL,1999-02-26
1190,"Ma Ruoxi</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1191</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NaoNishino"">Nao Nishino</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1192</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LaetitiaPulchartova"">Laetitia Pulchartova",MaRuoxi,CZE,2001-01-18
1193,"Anastasia Efremova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1193</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IvaMarinkovic"">Iva Marinkovic</a></td><td align=""left"">SWE</td><td align=""right""></td></tr><tr><td align=""right"">1193</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KarineMarionJob"">Karine Marion Job",AnastasiaEfremova,FRA,2001-05-06
1193,Stefania Rogozinska Dzik,StefaniaRogozinskaDzik,POL,2001-07-07
1197,Emeline Dartron,EmelineDartron,FRA,2000-04-12
1198,Amelie Brooks,AmelieBrooks,GBR,2006-09-14
1199,Kseniia Ruchkina,KseniiaRuchkina,RUS,2010-01-19
1200,"Riko Kikawada</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1201</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GeorginaGroth"">Georgina Groth</a></td><td align=""left"">GER</td><td align=""right""></td></tr><tr><td align=""right"">1202</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LexueXiao"">Lexue Xiao",RikoKikawada,CHN,2006-11-18
1203,Jennifer Rosa Dourado,JenniferRosaDourado,BRA,2000-12-11
1204,Dia Evtimova,DiaEvtimova,BUL,1987-04-30
1204,Milla Sequeira,MillaSequeira,SUI,2003-08-24
1206,Jada Robinson,JadaRobinson,USA,1999-01-29
1206,"Katarina Kujovic</a></td><td align=""left"">BEL</td><td align=""right""></td></tr><tr><td align=""right"">1206</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaMikhailova"">Maria Mikhailova",KatarinaKujovic,RUS,2002-05-28
1209,Beatris Spasova,BeatrisSpasova,BUL,2002-04-02
1210,Lourdes Ayala,LourdesAyala,ARG,2006-06-18
1211,"Renee Alame</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1212</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MaribellaZamarripa"">Maribella Zamarripa",ReneeAlame,USA,2002-08-15
1213,Leticia Garcia Vidal,LeticiaGarciaVidal,BRA,1997-03-13
1214,Anna Bazderova,AnnaBazderova,RUS,2009-11-16
1214,Federica Trevisan,FedericaTrevisan,ITA,2002-07-26
1216,Matilde Mariani,MatildeMariani,ITA,2002-01-23
1216,Piper Charney,PiperCharney,USA,2005-07-06
1218,"Celia Anson Sanchez</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1218</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CristinaRamosSierra"">Cristina Ramos Sierra</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1220</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EunyeongPark"">Eunyeong Park</a></td><td align=""left"">KOR</td><td align=""right""></td></tr><tr><td align=""right"">1220</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VladaZvereva"">Vlada Zvereva",CeliaAnsonSanchez,BLR,2001-09-15
1222,Klara Kosan,KlaraKosan,USA,2001-10-08
1222,Manca Pislak,MancaPislak,SLO,1997-09-09
1224,"Ciara Moore</a></td><td align=""left"">GBR</td><td align=""right""></td></tr><tr><td align=""right"">1225</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GaiaSquarcialupi"">Gaia Squarcialupi",CiaraMoore,ITA,1997-10-23
1225,Jiho Shin,JihoShin,KOR,2002-03-08
1225,"Kianah Motosono</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1228</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KhrystynaVozniak"">Khrystyna Vozniak</a></td><td align=""left"">UKR</td><td align=""right""></td></tr><tr><td align=""right"">1229</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BunyawiThamchaiwat"">Bunyawi Thamchaiwat",KianahMotosono,THA,1998-07-29
1229,"Madhurima Sawant</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1229</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarjorieSouza"">Marjorie Souza</a></td><td align=""left"">BRA</td><td align=""right""></td></tr><tr><td align=""right"">1232</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnabelleXu"">Annabelle Xu</a></td><td align=""left"">CAN</td><td align=""right""></td></tr><tr><td align=""right"">1232</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LuciaNatalGomez"">Lucia Natal Gomez",MadhurimaSawant,ESP,1999-05-31
1234,Mariam Atia,MariamAtia,EGY,2005-08-11
1235,Hania Abouelsaad,HaniaAbouelsaad,EGY,2003-01-29
1235,Jasmine Conway,JasmineConway,GBR,2004-12-21
1235,Soo Ha Jang,SooHaJang,KOR,2004-12-28
1238,Lois Newberry,LoisNewberry,GBR,2007-01-09
1239,Carlotta Moccia,CarlottaMoccia,ITA,2003-03-17
1239,Jordyn Mcbride,JordynMcbride,USA,2002-02-09
1241,Jizel Matos Sequeira Fernandes,JizelMatosSequeiraFernandes,GBR,2001-02-07
1241,Nana Kawagishi,NanaKawagishi,JPN,2000-09-07
1243,"Zhang Qian Wei</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1244</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarianGomezPezuelaCano"">Marian Gomez Pezuela Cano",ZhangQianWei,MEX,2001-09-24
1245,"Yuyao Li</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1246</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ToriRussell"">Tori Russell",YuyaoLi,AUS,2010-05-07
1247,"Giulia Alessia Monteleone</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1247</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MirjanaJovanovic"">Mirjana Jovanovic</a></td><td align=""left"">SRB</td><td align=""right""></td></tr><tr><td align=""right"">1249</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KashishBhatia"">Kashish Bhatia",GiuliaAlessiaMonteleone,IND,2002-08-05
1249,"Lani Chang</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1251</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IlaryPistola"">Ilary Pistola",LaniChang,ITA,2008-10-18
1252,"Ariadna Garcia Patron Canals</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1252</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EstherLopezAlcaraz"">Esther Lopez Alcaraz",AriadnaGarciaPatronCanals,ESP,1999-03-01
1252,"Kaede Usui</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1252</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YoanaKonstantinova"">Yoana Konstantinova",KaedeUsui,BUL,2007-06-01
1256,Camila Markus,CamilaMarkus,ARG,2008-12-09
1256,"Kaitlyn Carnicella</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1258</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnjaliRathi"">Anjali Rathi",KaitlynCarnicella,IND,2006-02-28
1258,"Ekaterina Khodzhaeva</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1258</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JenniferLuikham"">Jennifer Luikham",EkaterinaKhodzhaeva,IND,1999-10-03
1258,Yui Chikaraishi,YuiChikaraishi,JPN,1999-01-26
1262,Jade Otway,JadeOtway,NZL,2003-06-11
1262,"Micol Salvadori</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1262</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PilarBeveraggiLespiau"">Pilar Beveraggi Lespiau",MicolSalvadori,ARG,2006-06-05
1262,"Valentina Abril Bruno</a></td><td align=""left"">ARG</td><td align=""right""></td></tr><tr><td align=""right"">1262</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YukaHosoki"">Yuka Hosoki",ValentinaAbrilBruno,JPN,1999-05-20
1267,Rianna Alame,RiannaAlame,AUS,2007-08-21
1268,"Feier Hu</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1268</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IsabellaSvahn"">Isabella Svahn",FeierHu,SWE,2006-06-22
1268,Jensen Diianni,JensenDiianni,USA,2009-06-10
1271,"Julia Khramtsova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1272</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaVictoriaGobbiMonllau"">Ana Victoria Gobbi Monllau",JuliaKhramtsova,ARG,1996-12-26
1272,"Kenzie Nguyen</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1272</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SandeeptiSinghRao"">Sandeepti Singh Rao",KenzieNguyen,IND,2003-05-08
1272,Soha Sadiq,SohaSadiq,IND,1998-06-26
1276,Charlotte Pikkaart,CharlottePikkaart,NED,2006-12-03
1276,Daria Gorska,DariaGorska,POL,2005-04-28
1276,"Liuyan An</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1276</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariiaBergen"">Mariia Bergen",LiuyanAn,UKR,2001-06-12
1280,Aurora Urso,AuroraUrso,ITA,2000-10-05
1280,Margaux Komano,MargauxKomano,FRA,2001-12-25
1280,Mariia Masiianskaia,MariiaMasiianskaia,RUS,2007-03-22
1283,Summer Yardley,SummerYardley,GBR,2000-01-28
1284,"Tenika Mcgiffin</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1285</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JoodyElkady"">Joody Elkady",TenikaMcgiffin,EGY,2006-02-25
1286,"Maria Jose Sanchez Uribe</a></td><td align=""left"">COL</td><td align=""right""></td></tr><tr><td align=""right"">1287</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NaokoEto"">Naoko Eto",MariaJoseSanchezUribe,JPN,1984-12-17
1288,Min Liu,MinLiu,CHN,1993-02-05
1289,Brenda Fruhvirtova,BrendaFruhvirtova,CZE,2007-04-02
1290,"Adela Polakovicova</a></td><td align=""left"">SVK</td><td align=""right""></td></tr><tr><td align=""right"">1290</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KayaMoe"">Kaya Moe",AdelaPolakovicova,USA,2008-03-07
1290,"Leonie Schuknecht</a></td><td align=""left"">DEU</td><td align=""right""></td></tr><tr><td align=""right"">1290</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MiaKupres"">Mia Kupres",LeonieSchuknecht,CAN,2004-01-12
1290,"Sara Yoshida</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1295</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DanielaDartaFeldmane"">Daniela Darta Feldmane",SaraYoshida,LAT,2007-08-03
1295,"Dusica Popovski</a></td><td align=""left"">SRB</td><td align=""right""></td></tr><tr><td align=""right"">1297</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KeRen"">Ke Ren</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1297</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LaraSmejkal"">Lara Smejkal",DusicaPopovski,SLO,2004-08-07
1297,"Laxmisiri Dandu</a></td><td align=""left"">IND</td><td align=""right""></td></tr><tr><td align=""right"">1297</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YashaswiniPanwar"">Yashaswini Panwar",LaxmisiriDandu,IND,2001-11-17
1301,Doga Turkmen,DogaTurkmen,TUR,2002-10-10
1301,Karolina Vlckova,KarolinaVlckova,CZE,2000-10-17
1301,Zijun Jiang,ZijunJiang,CHN,2005-03-03
1305,Ria Dernikovic,RiaDernikovic,CRO,2005-08-30
1306,Panna Bartha,PannaBartha,HUN,2004-05-14
1306,Pooja Ingale,PoojaIngale,IND,2001-07-12
1308,Andjela Lazarevic,AndjelaLazarevic,SRB,2005-06-20
1308,Charlotte Van Zonneveld,CharlotteVanZonneveld,NED,2004-07-12
1308,Jade Groen,JadeGroen,NED,2004-07-09
1308,Julita Saner,JulitaSaner,SWE,1999-04-29
1308,"Polina Isakova</a></td><td align=""left"">UKR</td><td align=""right""></td></tr><tr><td align=""right"">1308</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RachaelSmith"">Rachael Smith</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1314</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CaterinaOdorizzi"">Caterina Odorizzi</a></td><td align=""left"">ITA</td><td align=""right""></td></tr><tr><td align=""right"">1314</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DaniqueHavermans"">Danique Havermans",PolinaIsakova,NED,2002-04-22
1314,"Elizabeth Ivanov</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1314</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HonoriKoyama"">Honori Koyama</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1318</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=XichenZhao"">Xichen Zhao",ElizabethIvanov,CHN,2003-01-31
1319,Lauren Davis,LaurenDavis,USA,1993-10-09
1320,Yana Morderger,YanaMorderger,GER,1997-03-07
1321,Sarah Mildren,SarahMildren,AUS,2008-04-04
1322,"Audrey Aulia</a></td><td align=""left"">AUS</td><td align=""right""></td></tr><tr><td align=""right"">1322</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaMichel"">Elena Michel</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1322</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IdaJohansson"">Ida Johansson",AudreyAulia,SWE,2004-05-06
1322,Magdalena Hedrzak,MagdalenaHedrzak,POL,2001-11-16
1322,Maria Berlanga Bandera,MariaBerlangaBandera,ESP,2003-01-02
1322,"Sol Rabin</a></td><td align=""left"">ARG</td><td align=""right""></td></tr><tr><td align=""right"">1322</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TeodoraVlajic"">Teodora Vlajic</a></td><td align=""left"">SRB</td><td align=""right""></td></tr><tr><td align=""right"">1322</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VanessaIoanaGeorgianaPopaTeiusanu"">Vanessa Ioana Georgiana Popa Teiusanu",SolRabin,ROU,2004-01-05
1330,Olga Helmi,OlgaHelmi,DEN,2000-03-27
1331,Danielle Dai Chapman,DanielleDaiChapman,RSA,2007-03-20
1331,Emma Wilson,EmmaWilson,GBR,1997-02-18
1331,"Maja Pawelska</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1331</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OrianaGniewkowska"">Oriana Gniewkowska</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1335</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NehiraSanon"">Nehira Sanon</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1336</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AveryAlexander"">Avery Alexander",MajaPawelska,CAN,2009-11-23
1336,Gloria Ceschi,GloriaCeschi,ITA,1998-05-24
1336,Isabel Adrover Gallego,IsabelAdroverGallego,ESP,2001-06-23
1339,"Aleksandra Pozarenko</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1339</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexiaLaviniaPuiac"">Alexia Lavinia Puiac</a></td><td align=""left"">ROU</td><td align=""right""></td></tr><tr><td align=""right"">1339</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaGrechkina"">Anastasia Grechkina",AleksandraPozarenko,RUS,2005-10-25
1339,Carla Tomai,CarlaTomai,POR,2005-05-31
1339,Lisa Marie Rioux,LisaMarieRioux,JPN,1997-05-01
1339,"Massiva Boukirat</a></td><td align=""left"">FRA</td><td align=""right""></td></tr><tr><td align=""right"">1339</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MeganHeuser"">Megan Heuser</a></td><td align=""left"">USA</td><td align=""right""></td></tr><tr><td align=""right"">1339</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NajahDawson"">Najah Dawson",MassivaBoukirat,USA,2001-09-09
1339,"Sana Garakani</a></td><td align=""left"">IRI</td><td align=""right""></td></tr><tr><td align=""right"">1339</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YiruChen"">Yiru Chen</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1349</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElaPlosnik"">Ela Plosnik</a></td><td align=""left"">SLO</td><td align=""right""></td></tr><tr><td align=""right"">1349</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JulianaGiaccio"">Juliana Giaccio</a></td><td align=""left"">ESP</td><td align=""right""></td></tr><tr><td align=""right"">1351</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BarbaraStraszewska"">Barbara Straszewska</a></td><td align=""left"">POL</td><td align=""right""></td></tr><tr><td align=""right"">1351</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmmaMazzoni"">Emma Mazzoni",SanaGarakani,FRA,1998-10-15
1351,Viola Bedini,ViolaBedini,ITA,2007-02-02
1351,Vivien Sandberg,VivienSandberg,GER,2001-02-28
1355,Karman Thandi,KarmanThandi,IND,1998-06-16
1356,Paula Ormaechea,PaulaOrmaechea,ARG,1992-09-28
1357,Analu Freitas,AnaluFreitas,POR,2007-09-12
1358,Pietra Rivoli,PietraRivoli,BRA,2008-03-11
1359,Emily Webley Smith,EmilyWebleySmith,GBR,1984-07-14
1360,Teresa Franco Dias,TeresaFrancoDias,POR,1999-09-29
1361,Qianhui Tang,QianhuiTang,CHN,2000-09-10
1362,Denisa Hindova,DenisaHindova,CZE,2002-07-17
1363,Madalena Matias,MadalenaMatias,POR,2008-10-30
1363,Saumya Vig,SaumyaVig,IND,1995-02-13
1365,Aaddi Gupta,AaddiGupta,IND,2003-02-07
1365,Ashmitha Easwaramurthi,AshmithaEaswaramurthi,IND,1989-07-17
1365,Eva Alvarez Sande,EvaAlvarezSande,ESP,2004-05-01
1365,Julie Myatovic,JulieMyatovic,FRA,2007-03-20
1365,Mouna Bouzgarrou,MounaBouzgarrou,TUN,1999-10-13
1365,Ximena Senties,XimenaSenties,MEX,2006-06-22
1365,Yael Saffar,YaelSaffar,USA,2008-11-21
1365,Zoe Hitt,ZoeHitt,USA,2001-03-08
1373,Anika Jaskova,AnikaJaskova,SVK,2003-04-17
1373,Maelys Bougrat,MaelysBougrat,FRA,2002-03-21
1373,"Yui Ohwaki</a></td><td align=""left"">JPN</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaShkutova"">Anna Shkutova</a></td><td align=""left"">RUS</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EllieDaniels"">Ellie Daniels</a></td><td align=""left"">CAN</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmilyDeOliveira"">Emily De Oliveira",YuiOhwaki,USA,2003-03-01
1376,Gabriela Maria Vancea,GabrielaMariaVancea,ROU,2007-08-16
1376,"Giovana Schincariol Delatorre Barbosa</a></td><td align=""left"">BRA</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HalaFouad"">Hala Fouad",GiovanaSchincariolDelatorreBarbosa,EGY,1999-02-12
1376,"Ingkar Dyussebay</a></td><td align=""left"">KAZ</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IsabellaHarvison"">Isabella Harvison",IngkarDyussebay,USA,2001-07-06
1376,"Jiayu Xu</a></td><td align=""left"">CHN</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JuliaVictoriaRennert"">Julia Victoria Rennert",JiayuXu,GER,2001-01-08
1376,Laura Brunkel,LauraBrunkel,DEN,2006-05-13
1376,"Leilany Ipunesso</a></td><td align=""left"">NCL</td><td align=""right""></td></tr><tr><td align=""right"">1376</td><td align=""left""><a href=""https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LidiaPodgorichani"">Lidia Podgorichani",LeilanyIpunesso,THA,2007-06-03
